,AA,CC,Id,Ti,Y,authors,logprob,paper
272,"[{'AuN': 'jianfei chen', 'AuId': 2663469282}, {'AuN': 'june zhu', 'AuId': 2663320139}, {'AuN': 'zi wang', 'AuId': 2780771545}, {'AuN': 'xun zheng', 'AuId': 2779598793}, {'AfId': 99065089, 'AuN': 'bo zhang', 'AfN': 'tsinghua university', 'AuId': 2438699337}]",53,2151383095,scalable inference for logistic normal topic models,2013,"['Jianfei Chen', 'Jun Zhu', 'Zi Wang', 'Xun Zheng', 'Bo Zhang']",-19.855,Scalable Inference for Logistic-Normal Topic Models
273,"[{'AfId': 86519309, 'AuN': 'il park', 'AfN': 'university of texas at austin', 'AuId': 2148468833}, {'AfId': 86519309, 'AuN': 'evan archer', 'AfN': 'university of texas at austin', 'AuId': 2141377524}, {'AfId': 86519309, 'AuN': 'nicholas j priebe', 'AfN': 'university of texas at austin', 'AuId': 2051251826}, {'AfId': 86519309, 'AuN': 'jonathan w pillow', 'AfN': 'university of texas at austin', 'AuId': 2109349986}]",20,2098412159,spectral methods for neural characterization using generalized quadratic models,2013,"['Il Memming Park', 'Evan W. Archer', 'Nicholas Priebe', 'Jonathan W. Pillow']",-20.147,Spectral methods for neural characterization using generalized quadratic models
274,"[{'AfId': 86519309, 'AuN': 'il park', 'AfN': 'university of texas at austin', 'AuId': 2148468833}, {'AfId': 86519309, 'AuN': 'evan archer', 'AfN': 'university of texas at austin', 'AuId': 2141377524}, {'AfId': 86519309, 'AuN': 'kenneth w latimer', 'AfN': 'university of texas at austin', 'AuId': 2137547676}, {'AfId': 86519309, 'AuN': 'jonathan w pillow', 'AfN': 'university of texas at austin', 'AuId': 2109349986}]",2,2110223115,universal models for binary spike patterns using centered dirichlet processes,2013,"['Il Memming Park', 'Evan W. Archer', 'Kenneth Latimer', 'Jonathan W. Pillow']",-21.269,Universal models for binary spike patterns using centered Dirichlet processes
275,"[{'AfId': 55732556, 'AuN': 'tuan anh nguyen', 'AfN': 'arizona state university', 'AuId': 2559615210}, {'AfId': 55732556, 'AuN': 'subbarao kambhampati', 'AfN': 'arizona state university', 'AuId': 1354405940}, {'AfId': 1280536761, 'AuN': 'minh binh do', 'AfN': 'ames research center', 'AuId': 2134379978}]",11,1880783585,synthesizing robust plans under incomplete domain models,2013,"['Tuan A. Nguyen', 'Subbarao Kambhampati', 'Minh Do']",-20.675,Synthesizing Robust Plans under Incomplete Domain Models
276,"[{'AfId': 170897317, 'AuN': 'shaobo han', 'AfN': 'duke university', 'AuId': 2101992195}, {'AfId': 170897317, 'AuN': 'xuejun liao', 'AfN': 'duke university', 'AuId': 2136132740}, {'AfId': 170897317, 'AuN': 'lawrence carin', 'AfN': 'duke university', 'AuId': 657437189}]",2,2118812382,integrated non factorized variational inference,2013,"['Shaobo Han', 'Xuejun Liao', 'Lawrence Carin']",-21.172,Integrated Non-Factorized Variational Inference
277,"[{'AfId': 78577930, 'AuN': 'ari pakman', 'AfN': 'columbia university', 'AuId': 69266693}, {'AfId': 78577930, 'AuN': 'liam paninski', 'AfN': 'columbia university', 'AuId': 2260954076}]",19,2137576513,auxiliary variable exact hamiltonian monte carlo samplers for binary distributions,2013,"['Ari Pakman', 'Liam Paninski']",-19.993,Auxiliary-variable Exact Hamiltonian Monte Carlo Samplers for Binary Distributions
278,"[{'AfId': 131249849, 'AuN': 'aswin raghavan', 'AfN': 'oregon state university', 'AuId': 2100833957}, {'AfId': 121934306, 'AuN': 'roni khardon', 'AfN': 'tufts university', 'AuId': 639666141}, {'AfId': 131249849, 'AuN': 'alan fern', 'AfN': 'oregon state university', 'AuId': 2139785505}, {'AfId': 131249849, 'AuN': 'prasad tadepalli', 'AfN': 'oregon state university', 'AuId': 1993564419}]",3,2131312351,symbolic opportunistic policy iteration for factored action mdps,2013,"['Aswin Raghavan', 'Roni Khardon', 'Alan Fern', 'Prasad Tadepalli']",-21.142,Symbolic Opportunistic Policy Iteration for Factored-Action MDPs
279,"[{'AfId': 160993911, 'AuN': 'yasin abbasi', 'AfN': 'queensland university of technology', 'AuId': 2752186633}, {'AfId': 95457486, 'AuN': 'peter l bartlett', 'AfN': 'university of california berkeley', 'AuId': 1849627065}, {'AfId': 95457486, 'AuN': 'varun kanade', 'AfN': 'university of california berkeley', 'AuId': 1681405076}, {'AfId': 160993911, 'AuN': 'yevgeny seldin', 'AfN': 'queensland university of technology', 'AuId': 1186584138}, {'AfId': 154425047, 'AuN': 'csaba szepesvari', 'AfN': 'university of alberta', 'AuId': 158112612}]",13,2154806059,online learning in markov decision processes with adversarially chosen transition probability distributions,2013,"['Yasin Abbasi', 'Peter L. Bartlett', 'Varun Kanade', 'Yevgeny Seldin', 'Csaba Szepesvari']",-20.231,Online Learning in Markov Decision Processes with Adversarially Chosen Transition Probability Distributions
280,"[{'AfId': 45129253, 'AuN': 'alfredo a kalaitzis', 'AfN': 'university college london', 'AuId': 2017399691}, {'AfId': 45129253, 'AuN': 'ricardo silva', 'AfN': 'university college london', 'AuId': 2117499156}]",5,2135329836,flexible sampling of discrete data correlations without the marginal distributions,2013,"['Alfredo Kalaitzis', 'Ricardo Silva']",-21.478,Flexible sampling of discrete data correlations without the marginal distributions
281,"[{'AfId': 63966007, 'AuN': 'brenden m lake', 'AfN': 'massachusetts institute of technology', 'AuId': 1987690699}, {'AfId': 185261750, 'AuN': 'ruslan salakhutdinov', 'AfN': 'university of toronto', 'AuId': 2031945151}, {'AfId': 63966007, 'AuN': 'joshua b tenenbaum', 'AfN': 'massachusetts institute of technology', 'AuId': 2149572011}]",67,2114168642,one shot learning by inverting a compositional causal process,2013,"['Brenden M. Lake', 'Ruslan R. Salakhutdinov', 'Josh Tenenbaum']",-19.174,One-shot learning by inverting a compositional causal process
282,"[{'AfId': 149899117, 'AuN': 'michel besserve', 'AfN': 'max planck society', 'AuId': 2048975690}, {'AfId': 149899117, 'AuN': 'n k logothetis', 'AfN': 'max planck society', 'AuId': 293268763}, {'AfId': 149899117, 'AuN': 'bernhard scholkopf', 'AfN': 'max planck society', 'AuId': 297432538}]",5,2117962331,statistical analysis of coupled time series with kernel cross spectral density operators,2013,"['Michel Besserve', 'Nikos K. Logothetis', 'Bernhard Schölkopf']",-20.359,Statistical analysis of coupled time series with Kernel Cross-Spectral Density operators.
283,"[{'AfId': 52357470, 'AuN': 'james r voss', 'AfN': 'ohio state university', 'AuId': 2159753340}, {'AfId': 52357470, 'AuN': 'luis rademacher', 'AfN': 'ohio state university', 'AuId': 2291503645}, {'AfId': 52357470, 'AuN': 'mikhail belkin', 'AfN': 'ohio state university', 'AuId': 2271754566}]",7,2167682446,fast algorithms for gaussian noise invariant independent component analysis,2013,"['James R. Voss', 'Luis Rademacher', 'Mikhail Belkin']",-20.483,Fast Algorithms for Gaussian Noise Invariant Independent Component Analysis
284,"[{'AfId': 1291425158, 'AuN': 'christian szegedy', 'AfN': 'google', 'AuId': 331124168}, {'AfId': 1291425158, 'AuN': 'alexander toshev', 'AfN': 'google', 'AuId': 1974776862}, {'AfId': 1291425158, 'AuN': 'dumitru erhan', 'AfN': 'google', 'AuId': 2308824398}]",502,2130306094,deep neural networks for object detection,2013,"['Christian Szegedy', 'Alexander Toshev', 'Dumitru Erhan']",-16.837,Deep Neural Networks for Object Detection
285,"[{'AfId': 149899117, 'AuN': 'suvrit sra', 'AfN': 'max planck society', 'AuId': 2469620852}, {'AfId': 23946033, 'AuN': 'reshad hosseini', 'AfN': 'university of tehran', 'AuId': 2147747884}]",13,2170257405,geometric optimisation on positive definite matrices for elliptically contoured distributions,2013,"['Suvrit Sra', 'Reshad Hosseini']",-20.437,Geometric optimisation on positive definite matrices for elliptically contoured distributions
286,"[{'AfId': 102322142, 'AuN': 'ping li', 'AfN': 'rutgers university', 'AuId': 2721445647}, {'AfId': 205783295, 'AuN': 'gennady samorodnitsk', 'AfN': 'cornell university', 'AuId': 2614848046}, {'AfId': 205783295, 'AuN': 'john e hopcroft', 'AfN': 'cornell university', 'AuId': 2079447303}]",17,2152513411,sign cauchy projections and chi square kernel,2013,"['Ping Li', 'Gennady Samorodnitsk', 'John Hopcroft']",-19.442,Sign Cauchy Projections and Chi-Square Kernel
287,"[{'AfId': 19820366, 'AuN': 'fang zhao', 'AfN': 'chinese academy of sciences', 'AuId': 2685234701}, {'AfId': 19820366, 'AuN': 'yongzhen huang', 'AfN': 'chinese academy of sciences', 'AuId': 2714197075}, {'AfId': 19820366, 'AuN': 'liang wang', 'AfN': 'chinese academy of sciences', 'AuId': 2226151461}, {'AfId': 19820366, 'AuN': 'tieniu tan', 'AfN': 'chinese academy of sciences', 'AuId': 2120394816}]",6,2128604765,relevance topic model for unstructured social group activity recognition,2013,"['Fang Zhao', 'Yongzhen Huang', 'Liang Wang', 'Tieniu Tan']",-20.932,Relevance Topic Model for Unstructured Social Group Activity Recognition
288,"[{'AfId': 63190737, 'AuN': 'hu ding', 'AfN': 'university at buffalo', 'AuId': 2239603571}, {'AfId': 63190737, 'AuN': 'ronald berezney', 'AfN': 'university at buffalo', 'AuId': 2175042463}, {'AfId': 63190737, 'AuN': 'jinhui xu', 'AfN': 'university at buffalo', 'AuId': 2106386560}]",2,2135033879,k prototype learning for 3d rigid structures,2013,"['Hu Ding', 'Ronald Berezney', 'Jinhui Xu']",-21.269,k-Prototype Learning for 3D Rigid Structures
289,"[{'AfId': 86519309, 'AuN': 'sinead a williamson', 'AfN': 'university of texas at austin', 'AuId': 2339259426}, {'AfId': 52357470, 'AuN': 'steven n maceachern', 'AfN': 'ohio state university', 'AuId': 2114710667}, {'AfId': 74973139, 'AuN': 'eric p xing', 'AfN': 'carnegie mellon university', 'AuId': 351197510}]",3,2141658583,restricting exchangeable nonparametric distributions,2013,"['Sinead A. Williamson', 'Steve N. MacEachern', 'Eric P. Xing']",-21.472,Restricting exchangeable nonparametric distributions
290,"[{'AfId': 36258959, 'AuN': 'shunan zhang', 'AfN': 'university of california san diego', 'AuId': 2118993379}, {'AfId': 36258959, 'AuN': 'angela j yu', 'AfN': 'university of california san diego', 'AuId': 2295888897}]",13,2111019584,forgetful bayes and myopic planning human learning and decision making in a bandit setting,2013,"['Shunan Zhang', 'Angela J. Yu']",-20.62,Forgetful Bayes and myopic planning: Human learning and decision-making in a bandit setting
291,"[{'AfId': 31512782, 'AuN': 'alexandros paraschos', 'AfN': 'technische universitat darmstadt', 'AuId': 2072902938}, {'AfId': 31512782, 'AuN': 'christian daniel', 'AfN': 'technische universitat darmstadt', 'AuId': 2146373520}, {'AfId': 31512782, 'AuN': 'jan peters', 'AfN': 'technische universitat darmstadt', 'AuId': 2102101654}, {'AfId': 31512782, 'AuN': 'gerhard neumann', 'AfN': 'technische universitat darmstadt', 'AuId': 1983134822}]",124,2140801763,probabilistic movement primitives,2013,"['Alexandros Paraschos', 'Christian Daniel', 'Jan R. Peters', 'Gerhard Neumann']",-18.617,Probabilistic Movement Primitives
292,"[{'AfId': 130701444, 'AuN': 'shane griffith', 'AfN': 'georgia institute of technology', 'AuId': 2129556262}, {'AfId': 130701444, 'AuN': 'kaushik subramanian', 'AfN': 'georgia institute of technology', 'AuId': 2414494727}, {'AfId': 130701444, 'AuN': 'jonathan scholz', 'AfN': 'georgia institute of technology', 'AuId': 2165099736}, {'AfId': 130701444, 'AuN': 'charles lee isbell', 'AfN': 'georgia institute of technology', 'AuId': 2106580818}, {'AfId': 130701444, 'AuN': 'andrea lockerd thomaz', 'AfN': 'georgia institute of technology', 'AuId': 2169200351}]",92,2098441518,policy shaping integrating human feedback with reinforcement learning,2013,"['Shane Griffith', 'Kaushik Subramanian', 'Jonathan Scholz', 'Charles L. Isbell', 'Andrea L. Thomaz']",-18.923,Policy Shaping: Integrating Human Feedback with Reinforcement Learning
293,"[{'AfId': 95457486, 'AuN': 'mark rogers', 'AfN': 'university of california berkeley', 'AuId': 2481605392}, {'AfId': 95457486, 'AuN': 'lei li', 'AfN': 'university of california berkeley', 'AuId': 2608982952}, {'AfId': 95457486, 'AuN': 'stuart j russell', 'AfN': 'university of california berkeley', 'AuId': 2128362942}]",20,2139845993,multilinear dynamical systems for tensor time series,2013,"['Mark Rogers', 'Lei Li', 'Stuart J. Russell']",-19.67,Multilinear Dynamical Systems for Tensor Time Series
294,"[{'AfId': 32597200, 'AuN': 'aaron van den oord', 'AfN': 'ghent university', 'AuId': 2295551607}, {'AfId': 32597200, 'AuN': 'sander dieleman', 'AfN': 'ghent university', 'AuId': 2020844714}, {'AfId': 32597200, 'AuN': 'benjamin schrauwen', 'AfN': 'ghent university', 'AuId': 2122775887}]",365,2137028279,deep content based music recommendation,2013,"['Aaron van den Oord', 'Sander Dieleman', 'Benjamin Schrauwen']",-17.728,Deep content-based music recommendation
295,"[{'AfId': 36258959, 'AuN': 'kamalika chaudhuri', 'AfN': 'university of california san diego', 'AuId': 2119538990}, {'AfId': 36258959, 'AuN': 'staal a vinterbo', 'AfN': 'university of california san diego', 'AuId': 213434284}]",17,2104743167,a stability based validation procedure for differentially private machine learning,2013,"['Kamalika Chaudhuri', 'Staal A. Vinterbo']",-20.209,A Stability-based Validation Procedure for Differentially Private Machine Learning
296,"[{'AfId': 47508984, 'AuN': 'abbas edalat', 'AfN': 'imperial college london', 'AuId': 157472243}]",6,2128335855,capacity of strong attractor patterns to model behavioural and cognitive prototypes,2013,['Abbas Edalat'],-21.086,Capacity of strong attractor patterns to model behavioural and cognitive prototypes
297,"[{'AfId': 52357470, 'AuN': 'vincent q vu', 'AfN': 'ohio state university', 'AuId': 2551586922}, {'AfId': 135310074, 'AuN': 'juhee cho', 'AfN': 'university of wisconsin madison', 'AuId': 2552774594}, {'AfId': 74973139, 'AuN': 'jing lei', 'AfN': 'carnegie mellon university', 'AuId': 1984316343}, {'AfId': 135310074, 'AuN': 'karl rohe', 'AfN': 'university of wisconsin madison', 'AuId': 2129419220}]",77,2103804774,fantope projection and selection a near optimal convex relaxation of sparse pca,2013,"['Vincent Q. Vu', 'Juhee Cho', 'Jing Lei', 'Karl Rohe']",-19.716,Fantope Projection and Selection: A near-optimal convex relaxation of sparse PCA
298,"[{'AfId': 74973139, 'AuN': 'sivaraman balakrishnan', 'AfN': 'carnegie mellon university', 'AuId': 2193999452}, {'AfId': 74973139, 'AuN': 'srivatsan narayanan', 'AfN': 'carnegie mellon university', 'AuId': 2123937935}, {'AfId': 74973139, 'AuN': 'alessandro rinaldo', 'AfN': 'carnegie mellon university', 'AuId': 2122471237}, {'AfId': 74973139, 'AuN': 'aarti singh', 'AfN': 'carnegie mellon university', 'AuId': 2103999387}, {'AfId': 74973139, 'AuN': 'larry wasserman', 'AfN': 'carnegie mellon university', 'AuId': 2101922781}]",16,2141051596,cluster trees on manifolds,2013,"['Sivaraman Balakrishnan', 'Srivatsan Narayanan', 'Alessandro Rinaldo', 'Aarti Singh', 'Larry Wasserman']",-20.26,Cluster Trees on Manifolds
299,"[{'AfId': 86519309, 'AuN': 'mijung park', 'AfN': 'university of texas at austin', 'AuId': 2495993006}, {'AfId': 86519309, 'AuN': 'jonathan w pillow', 'AfN': 'university of texas at austin', 'AuId': 2109349986}]",9,2170449570,bayesian inference for low rank spatiotemporal neural receptive fields,2013,"['Mijung Park', 'Jonathan W. Pillow']",-20.763,Bayesian inference for low rank spatiotemporal neural receptive fields
300,"[{'AfId': 1326498283, 'AuN': 'victor gabillon', 'AfN': 'french institute for research in computer science and automation', 'AuId': 66742930}, {'AfId': 2251387792, 'AuN': 'branislav kveton', 'AfN': 'technicolor', 'AuId': 131199769}, {'AfId': 97018004, 'AuN': 'zheng wen', 'AfN': 'stanford university', 'AuId': 2161676677}, {'AfId': 2251387792, 'AuN': 'brian eriksson', 'AfN': 'technicolor', 'AuId': 2147262100}, {'AfId': 102322142, 'AuN': 's muthukrishnan', 'AfN': 'rutgers university', 'AuId': 2190118346}]",17,2130488484,adaptive submodular maximization in bandit setting,2013,"['Victor Gabillon', 'Branislav Kveton', 'Zheng Wen', 'Brian Eriksson', 'S. Muthukrishnan']",-19.94,Adaptive Submodular Maximization in Bandit Setting
301,"[{'AfId': 136199984, 'AuN': 'hossein azari soufiani', 'AfN': 'harvard university', 'AuId': 1460465686}, {'AfId': 136199984, 'AuN': 'william ziwei chen', 'AfN': 'harvard university', 'AuId': 2517065382}, {'AfId': 136199984, 'AuN': 'david c parkes', 'AfN': 'harvard university', 'AuId': 2101135606}, {'AfId': 165799507, 'AuN': 'lirong xia', 'AfN': 'rensselaer polytechnic institute', 'AuId': 2137690760}]",53,2122913573,generalized method of moments for rank aggregation,2013,"['Hossein Azari Soufiani', 'William Chen', 'David C. Parkes', 'Lirong Xia']",-19.617,Generalized Method-of-Moments for Rank Aggregation
302,"[{'AfId': 63966007, 'AuN': 'matthew j johnson', 'AfN': 'massachusetts institute of technology', 'AuId': 2517210667}, {'AfId': 63966007, 'AuN': 'james saunderson', 'AfN': 'massachusetts institute of technology', 'AuId': 2104120396}, {'AfId': 63966007, 'AuN': 'alan s willsky', 'AfN': 'massachusetts institute of technology', 'AuId': 270055802}]",26,2103133389,analyzing hogwild parallel gaussian gibbs sampling,2013,"['Matthew Johnson', 'James Saunderson', 'Alan Willsky']",-19.623,Analyzing Hogwild Parallel Gaussian Gibbs Sampling
303,"[{'AfId': 1291425158, 'AuN': 'h brendan mcmahan', 'AfN': 'google', 'AuId': 2388919843}, {'AfId': 27837315, 'AuN': 'jacob d abernethy', 'AfN': 'university of michigan', 'AuId': 1268677781}]",11,2109775151,minimax optimal algorithms for unconstrained linear optimization,2013,"['Brendan McMahan', 'Jacob Abernethy']",-20.508,Minimax Optimal Algorithms for Unconstrained Linear Optimization
304,"[{'AfId': 1290206253, 'AuN': 'abhradeep thakurta', 'AfN': 'microsoft', 'AuId': 1993709566}, {'AfId': 130769515, 'AuN': 'adam d smith', 'AfN': 'pennsylvania state university', 'AuId': 2132461468}]",21,2150230313,nearly optimal algorithms for private online learning in full information and bandit settings,2013,"['Abhradeep Guha Thakurta', 'Adam Smith']",-20.08,(Nearly) Optimal Algorithms for Private Online Learning in Full-information and Bandit Settings
305,"[{'AfId': 201448701, 'AuN': 'rishabh k iyer', 'AfN': 'university of washington', 'AuId': 2103880383}, {'AfId': 95457486, 'AuN': 'stefanie jegelka', 'AfN': 'university of california berkeley', 'AuId': 1987539784}, {'AfId': 201448701, 'AuN': 'jeff a bilmes', 'AfN': 'university of washington', 'AuId': 2116964878}]",30,2168237161,curvature and optimal algorithms for learning and minimizing submodular functions,2013,"['Rishabh K. Iyer', 'Stefanie Jegelka', 'Jeff A. Bilmes']",-19.682,Curvature and Optimal Algorithms for Learning and Minimizing Submodular Functions
306,"[{'AfId': 74973139, 'AuN': 'yifei ma', 'AfN': 'carnegie mellon university', 'AuId': 1966251930}, {'AfId': 135140700, 'AuN': 'roman garnett', 'AfN': 'university of bonn', 'AuId': 2266629704}, {'AfId': 74973139, 'AuN': 'jeff g schneider', 'AfN': 'carnegie mellon university', 'AuId': 2165347984}]",7,2111843353,σ optimality for active learning on gaussian random fields,2013,"['Yifei Ma', 'Roman Garnett', 'Jeff Schneider']",-20.613,Σ-Optimality for Active Learning on Gaussian Random Fields
307,"[{'AfId': 1291425158, 'AuN': 'corinna cortes', 'AfN': 'google', 'AuId': 2134830209}, {'AfId': 1334819555, 'AuN': 'marius kloft', 'AfN': 'memorial sloan kettering cancer center', 'AuId': 2226538938}, {'AfId': 36672615, 'AuN': 'mehryar mohri', 'AfN': 'courant institute of mathematical sciences', 'AuId': 2150814284}]",31,2105463715,learning kernels using local rademacher complexity,2013,"['Corinna Cortes', 'Marius Kloft', 'Mehryar Mohri']",-19.783,Learning Kernels Using Local Rademacher Complexity
308,"[{'AfId': 63966007, 'AuN': 'roger b grosse', 'AfN': 'massachusetts institute of technology', 'AuId': 2131476448}, {'AfId': 185261750, 'AuN': 'chris j maddison', 'AfN': 'university of toronto', 'AuId': 2190280414}, {'AfId': 185261750, 'AuN': 'ruslan salakhutdinov', 'AfN': 'university of toronto', 'AuId': 2031945151}]",18,2131939418,annealing between distributions by averaging moments,2013,"['Roger B. Grosse', 'Chris J. Maddison', 'Ruslan R. Salakhutdinov']",-19.933,Annealing between distributions by averaging moments
309,"[{'AfId': 188538660, 'AuN': 'robert v lindsey', 'AfN': 'university of colorado boulder', 'AuId': 2076947121}, {'AfId': 188538660, 'AuN': 'michael c mozer', 'AfN': 'university of colorado boulder', 'AuId': 703940632}, {'AfId': 188538660, 'AuN': 'william j huggins', 'AfN': 'university of colorado boulder', 'AuId': 1983821104}, {'AfId': 36258959, 'AuN': 'harold pashler', 'AfN': 'university of california san diego', 'AuId': 700573360}]",13,2145183542,optimizing instructional policies,2013,"['Robert V. Lindsey', 'Michael C. Mozer', 'William J. Huggins', 'Harold Pashler']",-20.005,Optimizing Instructional Policies
310,"[{'AfId': 1294671590, 'AuN': 'antoine bordes', 'AfN': 'centre national de la recherche scientifique', 'AuId': 2160652726}, {'AfId': 1294671590, 'AuN': 'nicolas usunier', 'AfN': 'centre national de la recherche scientifique', 'AuId': 2780851050}, {'AfId': 1294671590, 'AuN': 'alberto garciaduran', 'AfN': 'centre national de la recherche scientifique', 'AuId': 2047865013}, {'AfId': 1291425158, 'AuN': 'jason weston', 'AfN': 'google', 'AuId': 2612679132}, {'AfId': 1291425158, 'AuN': 'oksana yakhnenko', 'AfN': 'google', 'AuId': 2000873150}]",621,2127795553,translating embeddings for modeling multi relational data,2013,"['Antoine Bordes', 'Nicolas Usunier', 'Alberto Garcia-Duran', 'Jason Weston', 'Oksana Yakhnenko']",-17.065,Translating Embeddings for Modeling Multi-relational Data
311,"[{'AfId': 1290206253, 'AuN': 'praneeth netrapalli', 'AfN': 'microsoft', 'AuId': 2029488433}, {'AfId': 1290206253, 'AuN': 'prateek jain', 'AfN': 'microsoft', 'AuId': 2133966816}, {'AfId': 86519309, 'AuN': 'sujay sanghavi', 'AfN': 'university of texas at austin', 'AuId': 2040505518}]",223,2158746276,phase retrieval using alternating minimization,2015,"['Praneeth Netrapalli', 'Prateek Jain', 'Sujay Sanghavi']",-18.08,Phase Retrieval using Alternating Minimization
312,"[{'AfId': 170897317, 'AuN': 'david e carlson', 'AfN': 'duke university', 'AuId': 2179471526}, {'AfId': 170897317, 'AuN': 'vinayak rao', 'AfN': 'duke university', 'AuId': 2110299510}, {'AfId': 170897317, 'AuN': 'joshua t vogelstein', 'AfN': 'duke university', 'AuId': 1980017490}, {'AfId': 170897317, 'AuN': 'lawrence carin', 'AfN': 'duke university', 'AuId': 657437189}]",5,2133887216,real time inference for a gamma process model of neural spiking,2013,"['David E. Carlson', 'Vinayak Rao', 'Joshua T. Vogelstein', 'Lawrence Carin']",-20.839,Real-Time Inference for a Gamma Process Model of Neural Spiking
313,"[{'AfId': 204250578, 'AuN': 'pierre baldi', 'AfN': 'university of california irvine', 'AuId': 2060797211}, {'AfId': 204250578, 'AuN': 'peter j sadowski', 'AfN': 'university of california irvine', 'AuId': 2099159571}]",108,2294567968,understanding dropout,2013,"['Pierre Baldi', 'Peter J. Sadowski']",-18.876,Understanding Dropout
314,"[{'AfId': 160992636, 'AuN': 'behnam neyshabur', 'AfN': 'toyota technological institute at chicago', 'AuId': 112986770}, {'AfId': 160992636, 'AuN': 'nati srebro', 'AfN': 'toyota technological institute at chicago', 'AuId': 2122333157}, {'AfId': 185261750, 'AuN': 'ruslan salakhutdinov', 'AfN': 'university of toronto', 'AuId': 2031945151}, {'AfId': 160992636, 'AuN': 'yury makarychev', 'AfN': 'toyota technological institute at chicago', 'AuId': 2786699909}, {'AfId': 160992636, 'AuN': 'payman yadollahpour', 'AfN': 'toyota technological institute at chicago', 'AuId': 186358126}]",23,2105734423,the power of asymmetry in binary hashing,2013,"['Behnam Neyshabur', 'Nati Srebro', 'Ruslan R. Salakhutdinov', 'Yury Makarychev', 'Payman Yadollahpour']",-19.787,The Power of Asymmetry in Binary Hashing
315,"[{'AfId': 95457486, 'AuN': 'john c duchi', 'AfN': 'university of california berkeley', 'AuId': 2524462901}, {'AfId': 95457486, 'AuN': 'michael i jordan', 'AfN': 'university of california berkeley', 'AuId': 2435751034}, {'AfId': 1291425158, 'AuN': 'h brendan mcmahan', 'AfN': 'google', 'AuId': 2388919843}]",61,2106709023,estimation optimization and parallelism when data is sparse,2013,"['John Duchi', 'Michael I. Jordan', 'Brendan McMahan']",-19.041,"Estimation, Optimization, and Parallelism when Data is Sparse"
316,"[{'AfId': 78577930, 'AuN': 'josh merel', 'AfN': 'columbia university', 'AuId': 2050943761}, {'AfId': 197251160, 'AuN': 'roy fox', 'AfN': 'hebrew university of jerusalem', 'AuId': 2275145796}, {'AfId': 78577930, 'AuN': 'tony jebara', 'AfN': 'columbia university', 'AuId': 2048157592}, {'AfId': 78577930, 'AuN': 'liam paninski', 'AfN': 'columbia university', 'AuId': 2260954076}]",13,2130039165,a multi agent control framework for co adaptation in brain computer interfaces,2013,"['Josh S. Merel', 'Roy Fox', 'Tony Jebara', 'Liam Paninski']",-20.368,A multi-agent control framework for co-adaptation in brain-computer interfaces
317,"[{'AfId': 20089843, 'AuN': 'prem gopalan', 'AfN': 'princeton university', 'AuId': 2001425411}, {'AfId': 74973139, 'AuN': 'chong wang', 'AfN': 'carnegie mellon university', 'AuId': 2221257390}, {'AfId': 20089843, 'AuN': 'david m blei', 'AfN': 'princeton university', 'AuId': 2289542319}]",7,2118085414,modeling overlapping communities with node popularities,2013,"['Prem K. Gopalan', 'Chong Wang', 'David Blei']",-20.178,Modeling Overlapping Communities with Node Popularities
318,"[{'AfId': 5023651, 'AuN': 'beomjoon kim', 'AfN': 'mcgill university', 'AuId': 2153409719}, {'AfId': 5023651, 'AuN': 'amir massoud farahmand', 'AfN': 'mcgill university', 'AuId': 2789493546}, {'AfId': 5023651, 'AuN': 'joelle pineau', 'AfN': 'mcgill university', 'AuId': 2092672596}, {'AfId': 5023651, 'AuN': 'doina precup', 'AfN': 'mcgill university', 'AuId': 2049838}]",14,2133552775,learning from limited demonstrations,2013,"['Beomjoon Kim', 'Amir-massoud Farahmand', 'Joelle Pineau', 'Doina Precup']",-20.124,Learning from Limited Demonstrations
319,"[{'AfId': 161318765, 'AuN': 'guy van den broeck', 'AfN': 'university of california los angeles', 'AuId': 489297076}]",27,2119943182,on the complexity and approximation of binary evidence in lifted inference,2013,"['Guy Van den Broeck', 'Adnan Darwiche']",-20.039,On the Complexity and Approximation of Binary Evidence in Lifted Inference
320,"[{'AfId': 185261750, 'AuN': 'james martens', 'AfN': 'university of toronto', 'AuId': 2149458952}, {'AfId': 185261750, 'AuN': 'arkadev chattopadhya', 'AfN': 'university of toronto', 'AuId': 2616124016}, {'AfId': 185261750, 'AuN': 'toniann pitassi', 'AfN': 'university of toronto', 'AuId': 672707272}, {'AfId': 185261750, 'AuN': 'richard s zemel', 'AfN': 'university of toronto', 'AuId': 2149392531}]",8,2126229007,on the representational efficiency of restricted boltzmann machines,2013,"['James Martens', 'Arkadev Chattopadhya', 'Toni Pitassi', 'Richard Zemel']",-20.469,On the Representational Efficiency of Restricted Boltzmann Machines
321,"[{'AfId': 86519309, 'AuN': 'ioannis mitliagkas', 'AfN': 'university of texas at austin', 'AuId': 802187145}, {'AfId': 86519309, 'AuN': 'constantine caramanis', 'AfN': 'university of texas at austin', 'AuId': 1969487857}, {'AfId': 1290206253, 'AuN': 'prateek jain', 'AfN': 'microsoft', 'AuId': 2133966816}]",81,2150026392,memory limited streaming pca,2013,"['Ioannis Mitliagkas', 'Constantine Caramanis', 'Prateek Jain']",-19.058,"Memory Limited, Streaming PCA"
